Step,Upstream Flow,Merging Area Flow,Downstream Flow,Upstream Occupancy,Merging Area Occupancy,Downstream Occupancy,Queue Length,TTTD,Sum Delay Sq,Total Waiting Time,Total Delay,Total Volume
32,720.0,360.0,180.0,2.8243930246429017,0.0,0.0,3,,,,,
33,720.0,540.0,180.0,3.812413737919229,5.2470008306521265,0.0,2,,,,,
34,720.0,540.0,180.0,0.0,0.0,0.0,2,,,,,
35,720.0,720.0,180.0,0.0,3.8313014597427753,0.0,2,,,,,
36,720.0,900.0,360.0,0.0,5.932463184898751,6.93586154246546,2,,,,,
37,720.0,900.0,360.0,0.0,0.0,0.0,3,,,,,
38,720.0,900.0,540.0,0.0,0.0,6.736647688550097,2,,,,,
39,0.0,180.0,0.0,0.0,7.10775115649902,0.0,2,,,,,
40,0.0,180.0,180.0,0.0,0.0,6.687507370159788,2,,,,,
41,0.0,180.0,360.0,0.0,0.0,4.473946999752816,2,,,,,
42,0.0,360.0,360.0,0.0,4.201776617023967,0.0,2,,,,,
43,180.0,360.0,540.0,6.294278172681207,0.0,6.509911926073879,2,,,,,
44,180.0,360.0,540.0,0.0,0.0,0.0,2,,,,,
45,180.0,360.0,540.0,0.0,0.0,0.0,3,,,,,
46,180.0,360.0,540.0,4.288028756083051,0.0,0.0,3,,,,,
47,360.0,540.0,540.0,4.6251767896997364,4.532183985273264,0.0,3,,,,,
48,540.0,540.0,720.0,5.161046663416613,0.0,8.269537692763388,3,,,,,
49,540.0,540.0,900.0,0.0,0.0,5.6327227744096335,3,,,,,
50,720.0,720.0,900.0,5.746439785716244,7.251588404791498,0.0,3,,,,,
51,720.0,720.0,900.0,0.0,0.0,0.0,4,,,,,
52,720.0,720.0,900.0,0.17248334204182925,0.0,0.0,4,,,,,
53,1080.0,900.0,900.0,11.773619969251806,5.193206150205576,0.0,4,,,,,
54,1080.0,1260.0,900.0,0.0,12.232896847220154,0.0,4,,,,,
55,1260.0,1260.0,1080.0,5.854525717694632,0.0,7.581540129048629,3,,,,,
56,1260.0,1260.0,1080.0,8.033016169932003,0.0,0.0,3,,,,,
57,1620.0,1440.0,1080.0,9.78058258999918,4.616676331402658,0.0,3,,,,,
58,1980.0,1440.0,1080.0,8.492960255368942,0.0,0.0,3,,,,,
59,0.0,0.0,180.0,0.0,0.0,6.3380193044534865,3,,,,,
60,180.0,180.0,180.0,8.643161853384859,5.476076374005956,0.0,3,,,,,
61,360.0,540.0,540.0,3.543963271269727,14.898326483671376,16.88804557269421,3,,,,,
62,360.0,540.0,540.0,3.6749353714528845,0.0,0.0,3,,,,,
63,540.0,720.0,720.0,4.299468965306137,5.768004962703266,6.609002542587443,3,,,,,
64,900.0,1080.0,900.0,13.293979568058726,14.682145620575682,6.711776504252971,3,,,,,
65,900.0,1260.0,900.0,0.0,2.59611928900938,0.0,4,,,,,
66,1260.0,1260.0,900.0,20.92112195321268,0.0,0.0,4,,,,,
67,1440.0,1440.0,1080.0,8.094197908293902,6.685805321868443,6.918191223066117,3,,,,,
68,1800.0,1440.0,1260.0,17.171905589192942,0.0,7.039544448902764,3,,,,,
69,1800.0,1620.0,1260.0,3.5298020795593743,7.356137188548217,0.0,3,,,,,
70,1980.0,1620.0,1440.0,4.992038483474677,0.0,7.404205220199363,3,,,,,
71,1980.0,1980.0,1440.0,0.0,9.79916587028633,0.0,3,,,,,
72,1980.0,1980.0,1800.0,0.0,0.0,18.492387296515272,4,,,,,
73,2160.0,2340.0,1800.0,8.145727260520156,15.276184688222827,0.0,4,,,,,
74,2160.0,2340.0,1980.0,0.28343212169967086,0.0,7.950675595329433,4,,,,,
75,2340.0,2700.0,1980.0,4.671229288499745,15.078515882300536,0.0,4,,,,,
76,2340.0,2700.0,2340.0,0.0,0.0,18.574483313510843,4,,,,,
77,2340.0,2880.0,2520.0,0.0,6.570439585284049,6.256110126595615,3,,,,,
78,2340.0,3060.0,2520.0,8.533881963013101,10.490101513321548,0.0,3,,,,,
79,360.0,360.0,180.0,8.795737803439843,19.496433896384957,7.912914354519292,3,,,,,
80,360.0,540.0,180.0,1.63514844134743,1.309874543082401,0.0,4,,,,,
81,540.0,720.0,360.0,3.954380397908608,20.70639284757476,7.122994324815579,4,,,,,
82,540.0,720.0,540.0,0.0,0.0,1.5576022413052708,3,,,,,
83,720.0,900.0,900.0,7.694116313007744,5.280077265007321,16.74066589597203,3,,,,,
84,720.0,900.0,1080.0,16.666666666666668,0.0,6.147181612296038,3,,,,,
85,900.0,900.0,1260.0,10.32481786789603,0.0,8.402939992274128,3,,,,,
86,1080.0,1080.0,1440.0,3.909387029646183,11.883924893131592,7.638585075932743,3,,,,,
87,1260.0,1080.0,1440.0,7.143808174562594,0.0,0.0,4,,,,,
88,1260.0,1260.0,1620.0,0.0,10.914575504810387,7.367380156577497,3,,,,,
89,1260.0,1440.0,1620.0,0.0,6.882205508308203,0.0,3,,,,,
90,1260.0,1440.0,1800.0,2.238511039381308,0.0,7.209446202854508,3,,,,,
91,1440.0,1620.0,1800.0,8.508529322039493,6.20560599179143,0.0,3,,,,,
92,1620.0,1620.0,1800.0,6.071876828282778,0.0,0.0,3,,,,,
93,1620.0,1800.0,1800.0,0.0,6.288192264904424,0.0,2,,,,,
94,1620.0,1800.0,1800.0,0.0,0.0,0.0,3,,,,,
95,1620.0,1980.0,1980.0,0.0,14.709304866862993,11.078924733402099,3,,,,,
96,1620.0,2340.0,1980.0,0.0,20.87434649213229,0.0,3,,,,,
97,1620.0,2340.0,2340.0,7.632783516061418,0.0,15.341212122853657,3,,,,,
98,1980.0,2520.0,2340.0,16.671980380439305,1.4612122339681122,0.0,3,,,,,
99,180.0,180.0,180.0,3.119915669423771,4.931235001598111,7.878269241275859,2,,,,,
100,180.0,180.0,360.0,0.0,0.0,15.674142708228564,2,,,,,
101,180.0,180.0,720.0,0.49699584090940147,0.0,15.44141032546141,3,,,,,
102,360.0,360.0,900.0,3.9674116974303786,9.602688042249241,0.23958813513379104,3,,,,,
103,540.0,360.0,900.0,13.877366193150445,0.0,0.0,3,,,,,
104,720.0,540.0,900.0,4.558595626353205,5.7088896034610315,0.0,3,,,,,
105,1080.0,720.0,1080.0,18.213418247151008,7.528165541530996,8.112175991021786,2,,,,,
106,1080.0,720.0,1080.0,0.0,0.0,0.0,2,,,,,
107,1260.0,900.0,1080.0,8.295922253442711,9.281643541794438,0.0,2,,,,,
108,1260.0,1260.0,1080.0,1.8480554044766488,23.469445069564543,0.0,2,,,,,
109,1440.0,1620.0,1080.0,4.792331929079552,8.36743791548038,0.0,3,,,,,
110,1440.0,1800.0,1260.0,4.092160560273565,9.865698894799024,8.418401506799475,3,,,,,
111,1620.0,1980.0,1260.0,4.3938870885151955,6.4069687063042835,0.0,2,,,,,
112,1620.0,1980.0,1620.0,4.485335209796659,0.0,12.949956969817341,2,,,,,
113,1800.0,2340.0,1800.0,7.280423982508684,16.84256943509581,8.619821316890372,2,,,,,
114,1980.0,2340.0,1800.0,6.694824077738559,0.0,0.0,2,,,,,
115,1980.0,2700.0,1980.0,0.0,16.534379652874165,18.296021189485618,1,,,,,
116,1980.0,2880.0,2160.0,0.0,8.764804273341653,8.599452305983846,1,,,,,
117,1980.0,3060.0,2340.0,0.0,8.05499814668984,9.715741035449335,2,,,,,
118,1980.0,3240.0,2700.0,0.0,0.6886689028920756,19.288380691000384,2,,,,,
119,0.0,0.0,0.0,5.069801489047165,0.0,0.0,2,,,,,
120,180.0,0.0,180.0,5.105924130384428,0.0,9.582987035006832,2,,,,,
121,540.0,0.0,360.0,11.962638793819735,0.0,12.005966936474502,1,,,,,
122,540.0,0.0,720.0,0.0,0.0,18.67163794957681,1,,,,,
123,540.0,180.0,720.0,0.0,8.034332523322973,0.0,2,,,,,
124,540.0,180.0,900.0,0.0,0.0,9.663295605200517,2,,,,,
125,720.0,180.0,1080.0,5.8388976397194385,0.0,5.902617256111379,2,,,,,
126,900.0,360.0,1080.0,6.776495522279665,7.025791424573669,0.0,2,,,,,
127,900.0,360.0,1260.0,9.466740206744126,0.0,10.215680014892333,2,,,,,
128,1080.0,900.0,1260.0,8.897483039959297,22.175599847464866,0.0,2,,,,,
129,1080.0,900.0,1440.0,5.6101336160277055,0.0,4.987442330876964,2,,,,,
130,1440.0,1080.0,1620.0,13.602465416792123,10.392082050166351,15.638855882359811,3,,,,,
131,1440.0,1260.0,1800.0,0.0,2.582602965566849,17.8473997631869,3,,,,,
132,1440.0,1440.0,2160.0,0.0,9.615807389639741,22.894215498606247,3,,,,,
133,1440.0,1440.0,2340.0,4.434901503650697,0.0,17.294672563509533,3,,,,,
134,1620.0,1440.0,2340.0,4.283813418438835,0.0,0.0,2,,,,,
135,1800.0,1620.0,2520.0,16.187863747291924,2.3002670876657305,6.213990000177698,2,,,,,
136,2160.0,1620.0,2520.0,19.41347105447117,0.0,0.0,1,,,,,
137,2160.0,1800.0,2520.0,2.522311886479637,8.052443006450716,0.0,2,,,,,
138,2520.0,1980.0,2700.0,21.52871557031233,9.524643182299286,7.667998505610285,2,,,,,
139,180.0,180.0,0.0,10.851854728442826,7.026607962080789,0.0,2,,,,,
140,360.0,360.0,180.0,6.587304718962628,5.619241808685871,11.94964919423569,2,,,,,
141,720.0,540.0,540.0,11.474775756325547,6.121474724442777,17.174722128173887,2,,,,,
142,720.0,540.0,540.0,0.0,0.0,0.0,2,,,,,
143,900.0,720.0,720.0,8.02937781043056,6.7496446457120385,8.48508203318469,2,,,,,
144,900.0,720.0,720.0,1.0061262129392883,0.0,0.0,3,,,,,
145,1080.0,900.0,720.0,5.028818853097998,7.942655309629032,0.0,3,,,,,
146,1260.0,1080.0,900.0,14.683493635193656,4.251522365631644,3.6610037040702537,3,,,,,
147,1440.0,1260.0,900.0,5.681718613241078,3.147768725123967,0.0,3,,,,,
148,1440.0,1440.0,1080.0,0.7870602876404101,5.282790838275986,9.874555295655796,2,,,,,
149,1620.0,1620.0,1260.0,5.102931500844458,11.337544350365647,11.445807852226153,2,,,,,
150,1620.0,1980.0,1620.0,0.0,16.89991313172783,26.294330166874147,2,,,,,
151,1800.0,1980.0,1800.0,17.568744458310448,0.0,11.024545592772483,2,,,,,
152,1980.0,2520.0,1980.0,13.558443835448012,29.765641006919452,9.243112890721742,3,,,,,
153,2340.0,2520.0,1980.0,24.52971245568089,0.0,0.0,3,,,,,
154,2520.0,2880.0,1980.0,5.975766502705919,14.182831451302746,0.0,2,,,,,
155,2880.0,3060.0,1980.0,15.378677369425494,19.44687700590748,0.0,2,,,,,
156,2880.0,3240.0,2340.0,0.0,4.867456115161417,12.621022420625158,2,,,,,
157,3240.0,3240.0,2340.0,16.30138814241396,0.0,0.0,2,,,,,
158,3240.0,3420.0,2700.0,0.0,2.0510985711929663,17.78446755162406,2,,,,,
159,180.0,180.0,0.0,12.502577257568248,3.5469406714888407,0.0,3,,,,,
160,360.0,360.0,540.0,8.926979326904435,6.891677123964257,17.186494919281852,3,,,,,
161,540.0,540.0,540.0,4.998172318890208,8.043733161192534,0.0,3,,,,,
162,540.0,1080.0,720.0,0.0,18.284027578552298,8.914663609209583,3,,,,,
163,540.0,1080.0,900.0,0.0,0.0,11.275870711598182,3,,,,,
164,540.0,1440.0,1260.0,0.0,10.86857762224156,10.747684381471837,3,,,,,
165,540.0,1440.0,1260.0,0.0,0.0,0.0,2,,,,,
166,540.0,1980.0,1260.0,6.074773896095564,21.29787281601523,0.0,3,,,,,
167,720.0,2160.0,1620.0,20.49921112587043,1.4379293154142658,14.377387159883407,3,,,,,
168,900.0,2340.0,1620.0,10.564948306131802,9.355866593557494,0.0,3,,,,,
169,1260.0,2340.0,1800.0,31.07086010375042,0.0,9.590915648640438,3,,,,,
170,1260.0,2340.0,2340.0,0.0,0.0,26.495479890407598,3,,,,,
171,1620.0,2340.0,2340.0,20.0316061907093,0.0,0.0,3,,,,,
172,1620.0,2340.0,2700.0,12.478740831217769,0.0,19.78267263275863,3,,,,,
173,1800.0,2340.0,2700.0,17.724058196432207,0.0,0.0,4,,,,,
174,2160.0,2340.0,3060.0,18.74505616351693,0.0,19.297079971834325,4,,,,,
175,2340.0,2340.0,3060.0,11.276446380944568,0.0,0.0,4,,,,,
176,2520.0,2520.0,3420.0,21.487217382372137,6.355037244362904,17.847833198777607,3,,,,,
177,2700.0,2520.0,3420.0,19.82081430985782,0.0,0.0,3,,,,,
178,2880.0,2520.0,3780.0,3.9233872057787758,0.0,19.227059731922697,3,,,,,
179,0.0,0.0,180.0,0.0,0.0,9.091720312196117,3,,,,,
180,180.0,180.0,180.0,21.223430817262095,17.221472965883322,0.0,3,,,,,
181,360.0,360.0,180.0,13.11966269518384,7.83460412059398,0.0,3,,,,,
182,540.0,540.0,540.0,13.221588735808135,6.149467208672377,36.91741339462169,3,,,,,
183,720.0,900.0,720.0,16.442654892408843,23.98050850164637,6.139797106759677,3,,,,,
184,900.0,900.0,720.0,8.877981018253442,0.0,0.0,3,,,,,
185,900.0,1080.0,720.0,0.0,4.586563202482097,0.0,3,,,,,
186,900.0,1080.0,720.0,8.012837963231808,0.0,0.0,3,,,,,
187,1080.0,1260.0,720.0,14.797781065390817,0.22881156322327456,0.0,2,,,,,
188,1260.0,1260.0,720.0,15.997950918798173,0.0,0.0,2,,,,,
189,1440.0,1260.0,900.0,9.745643689975244,0.0,0.9930232901249761,2,,,,,
190,1440.0,1980.0,1080.0,6.891108626490923,53.31026540389132,7.121765619231724,2,,,,,
191,1800.0,1980.0,1080.0,16.597033794487476,0.0,0.0,3,,,,,
192,1800.0,2340.0,1260.0,1.5306251750369408,13.143539099559831,7.343546733383732,2,,,,,
193,1980.0,2340.0,1260.0,3.495761328838398,0.0,0.0,2,,,,,
194,1980.0,2700.0,1440.0,0.0,6.101608034821027,7.771878505807687,2,,,,,
195,1980.0,2880.0,1440.0,7.725966460230893,25.0,0.0,2,,,,,
196,2160.0,3060.0,1440.0,8.41206649851974,3.4936364130494724,0.0,3,,,,,
197,2160.0,3420.0,1620.0,7.957140381337051,24.87346044785852,7.490030521825967,3,,,,,
198,2340.0,3780.0,1620.0,7.317469466088274,10.5626168918036,0.0,2,,,,,
199,0.0,0.0,180.0,6.774271235899221,0.0,7.375844445710793,2,,,,,
200,180.0,540.0,360.0,6.545582415057065,29.48749720058217,17.418993642812097,2,,,,,
201,180.0,720.0,720.0,9.195938470577877,8.34521806493811,9.907281926231803,1,,,,,
202,540.0,720.0,720.0,9.13571516180743,0.0,0.0,2,,,,,
203,540.0,1080.0,900.0,0.5265313193305587,18.31474395729842,7.586339111053538,1,,,,,
204,720.0,1260.0,900.0,16.7937744127651,22.735693738753326,0.0,1,,,,,
205,900.0,1440.0,900.0,9.753902946323953,7.454206592317547,0.0,1,,,,,
206,1080.0,1620.0,900.0,33.24933375013851,12.661124117155964,0.0,1,,,,,
207,1440.0,1800.0,1080.0,21.79940029014773,8.74020361149661,10.588092364855584,1,,,,,
208,1620.0,1800.0,1440.0,26.54117892299818,0.0,23.083352451183714,1,,,,,
209,1980.0,1980.0,1620.0,11.225955684140843,6.505730534023257,10.954894157181153,0,,,,,
210,2160.0,2160.0,1980.0,5.53438651863587,11.495066750404703,8.890263116139371,1,,,,,
211,2160.0,2520.0,2160.0,1.8744035600083937,13.314435279794168,9.46805167023399,1,,,,,
212,2520.0,2520.0,2340.0,17.876055391925167,0.0,9.046501465310067,1,,,,,
213,2520.0,2880.0,2520.0,5.56081745259102,14.913557674757527,3.914676291436573,1,,,,,
214,2880.0,2880.0,2520.0,14.178516581867958,0.0,0.0,1,,,,,
215,2880.0,2880.0,3060.0,3.2857015905752482,0.0,36.70094005029417,1,,,,,
216,3240.0,3060.0,3240.0,31.439186136407216,5.782800501982166,2.5420945555642525,2,,,,,
217,3240.0,3060.0,3240.0,4.4966994352293455,0.0,0.0,2,,,,,
218,3420.0,3240.0,3600.0,6.34795275133655,9.1960936942165,26.691473177447733,2,,,,,
219,0.0,0.0,180.0,0.0,0.0,14.020211921770928,2,,,,,
220,0.0,180.0,540.0,0.0,5.746464104068139,11.478847223119715,2,,,,,
221,0.0,360.0,540.0,7.931541742427821,19.518689493176566,0.0,2,,,,,
222,180.0,720.0,720.0,10.694074596464986,16.98731260659585,12.642632744306562,1,,,,,
223,180.0,720.0,720.0,0.0,0.0,0.0,1,,,,,
224,360.0,1080.0,900.0,23.972371061130104,21.358464314818804,13.017898538612371,1,,,,,
225,540.0,1260.0,1080.0,15.450800840402223,0.5162073047962679,11.956572205516144,2,,,,,
226,900.0,1440.0,1260.0,28.412886711114044,29.468492852083017,11.746285154117686,2,,,,,
227,1080.0,1620.0,1620.0,6.7386818955270655,14.86949029835003,31.233655806412724,2,,,,,
228,1080.0,1800.0,1800.0,8.311415423960492,6.186870533382205,9.971892118855408,2,,,,,
229,1440.0,1980.0,1980.0,11.13933374377846,13.521351931791514,7.172010219449021,2,,,,,
230,1440.0,1980.0,2160.0,19.02800211241053,0.0,11.410569503917145,2,,,,,
231,1800.0,2520.0,2160.0,29.971540100903837,32.41449683606348,0.0,2,,,,,
232,1980.0,2520.0,2340.0,9.181503247481734,0.0,11.06702834782046,2,,,,,
233,1980.0,2520.0,2340.0,18.976181243900687,0.0,0.0,2,,,,,
234,2340.0,2700.0,2520.0,20.6288390796729,13.266927756137648,11.017160879868015,2,,,,,
235,2340.0,2880.0,2520.0,10.707485034219625,19.196473795581426,0.0,2,,,,,
236,2700.0,3060.0,2880.0,11.86567553477289,7.285893260723242,20.378573884733935,2,,,,,
237,2700.0,3240.0,2880.0,4.387457972121449,8.841082846299742,0.0,2,,,,,
238,2880.0,3240.0,3060.0,23.35533867554413,0.0,9.415835236611278,3,,,,,
239,360.0,360.0,180.0,10.473515044071272,5.637813351865617,20.416158340039676,3,,,,,
240,540.0,360.0,360.0,34.646160751808,0.0,9.276526141076147,3,,,,,
241,720.0,540.0,720.0,8.078417143190109,7.791722775390042,25.403706794086627,3,,,,,
242,720.0,540.0,900.0,11.655753440549669,0.0,10.23266990579638,3,,,,,
243,1080.0,720.0,900.0,14.302631797914009,0.7941881087496938,0.0,3,,,,,
244,1080.0,1080.0,1260.0,3.5337202013138835,23.978402366676477,27.535647604220987,3,,,,,
245,1260.0,1440.0,1260.0,6.19504661105547,3.169865086140078,0.0,3,,,,,
246,1260.0,1440.0,1440.0,0.0,0.0,22.743228316338104,3,,,,,
247,1260.0,1620.0,1620.0,0.0,16.617627020897885,10.169335903592014,2,,,,,
248,1260.0,1800.0,1980.0,0.0,10.001494881346673,38.28494094046656,2,,,,,
249,1260.0,1980.0,1980.0,0.0,13.434805670667771,0.0,2,,,,,
250,1260.0,2340.0,1980.0,0.0,22.505283442200863,0.0,2,,,,,
251,1440.0,2520.0,1980.0,8.388671996152652,2.1613075400679804,0.0,2,,,,,
252,1440.0,2700.0,2340.0,7.954737103930635,21.908045376312657,14.331830395821044,3,,,,,
253,1620.0,2880.0,2520.0,12.84028639023281,1.981660658840667,0.32846138374509337,3,,,,,
254,1800.0,3240.0,2700.0,8.433075276473781,23.571962286369796,24.671418226407127,3,,,,,
255,1980.0,3240.0,3060.0,4.094829078212096,25.0,19.028405422977812,2,,,,,
256,1980.0,3240.0,3240.0,2.2137491953136155,0.0,5.9375268693827365,2,,,,,
257,2160.0,3600.0,3420.0,4.434807426279501,16.751349804813742,3.31962313964785,2,,,,,
258,2160.0,3960.0,3600.0,4.6997930112524955,42.27073312166851,18.270695347892268,2,,,,,
259,180.0,0.0,180.0,4.497540758586638,25.0,0.7841643135596618,2,,,,,
260,360.0,360.0,360.0,5.204000860074605,9.451528398842868,15.146044443654697,3,,,,,
261,360.0,540.0,720.0,7.494224376289556,7.8846302489751,16.252335721662803,3,,,,,
262,720.0,720.0,720.0,10.762621996888319,6.027854250656617,0.0,3,,,,,
263,720.0,720.0,1080.0,0.0,0.0,16.807586553932197,3,,,,,
264,900.0,900.0,1080.0,21.248531419266214,15.581475224421126,0.0,3,,,,,
265,900.0,1080.0,1440.0,0.0,8.252526521172854,11.268296250392495,3,,,,,
266,900.0,1260.0,1440.0,0.0,0.02738430657416302,0.0,3,,,,,
267,1080.0,1620.0,1620.0,18.664769183657388,20.17117887173896,6.022925333195417,4,,,,,
268,1260.0,1800.0,1800.0,12.734936653808404,1.5969592184490011,4.4241834436301515,4,,,,,
269,1260.0,1800.0,1980.0,7.590625221754976,0.0,12.530285312288925,4,,,,,
270,1440.0,1980.0,2160.0,4.865036675378557,6.520329612347098,9.685373559862379,4,,,,,
271,1620.0,1980.0,2520.0,3.7757541485926063,0.0,12.827890828875374,4,,,,,
272,1620.0,1980.0,2520.0,8.850804252711933,0.0,0.0,4,,,,,
273,1800.0,2160.0,2880.0,8.710279977051036,7.442980244390185,17.248051206498378,4,,,,,
274,1800.0,2160.0,2880.0,0.0,0.0,0.0,5,,,,,
275,1800.0,2160.0,3060.0,11.325449403756238,0.0,6.642794385188229,4,,,,,
276,1980.0,2160.0,3420.0,8.537062148964006,0.0,21.923239706003034,4,,,,,
277,1980.0,2160.0,3600.0,5.854112617312997,0.0,1.6063225093243243,4,,,,,
278,2160.0,2340.0,3780.0,8.239334360192174,6.607245177828247,12.34035393415335,4,,,,,
279,180.0,0.0,540.0,1.80587041691543,0.0,45.3963091069132,4,,,,,
280,180.0,0.0,540.0,16.3346514109719,0.0,0.0,3,,,,,
281,360.0,180.0,720.0,22.60236782928473,6.889313710883016,6.8982540897441895,3,,,,,
282,720.0,180.0,900.0,27.883865622955756,0.0,16.597425803809074,4,,,,,
283,900.0,180.0,900.0,18.069477408786838,0.0,0.0,4,,,,,
284,900.0,360.0,900.0,24.60332761617205,6.907812382330292,0.0,4,,,,,
285,1440.0,540.0,900.0,21.078528640915312,5.1043014601503955,0.0,4,,,,,
286,1440.0,540.0,1260.0,24.4330665691308,25.0,19.311656024592594,4,,,,,
287,1800.0,720.0,1260.0,32.26974767677196,7.299875844610426,0.0,3,,,,,
288,1980.0,900.0,1260.0,4.640996743119293,7.69285547395242,0.0,4,,,,,
289,2340.0,1080.0,1440.0,9.236411941664832,22.53445620766996,8.292709504407489,4,,,,,
290,2340.0,1260.0,1440.0,11.16125637075053,9.95352851264073,0.0,4,,,,,
291,2520.0,1260.0,1620.0,19.681830615087392,0.0,1.7452885369038995,4,,,,,
292,2880.0,1440.0,1980.0,24.626190661206238,9.753434657856985,3.612037085324952,4,,,,,
293,3060.0,1620.0,1980.0,23.15218367868681,8.590457238599924,0.0,4,,,,,
294,3240.0,1800.0,2160.0,7.714760730813926,8.079869451835009,6.475425608406719,4,,,,,
295,3420.0,1800.0,2160.0,19.44630928265667,0.0,0.0,4,,,,,
296,3780.0,2160.0,2160.0,30.937601036733515,31.609832521309045,0.0,4,,,,,
297,3780.0,2160.0,2160.0,40.954651875388016,0.0,0.0,4,,,,,
298,4140.0,2520.0,2160.0,28.26878455903265,28.53443537792657,0.0,4,,,,,
299,0.0,180.0,0.0,5.923531358582561,18.500469051937785,0.0,4,,,,,
300,360.0,360.0,0.0,9.5374662084699,9.063209474980738,0.0,4,,,,,
301,540.0,360.0,180.0,27.05754689960808,0.0,6.456120128537653,3,,,,,
302,540.0,720.0,540.0,15.992495978525767,19.474514845425972,19.59473868415671,3,,,,,
303,900.0,720.0,540.0,10.503380954583955,0.0,0.0,3,,,,,
304,1080.0,900.0,720.0,15.659838805460899,10.557722121407664,7.866429577296685,4,,,,,
305,1260.0,1080.0,900.0,13.91014678359094,6.205040922610294,0.08354206274437577,4,,,,,
306,1440.0,1260.0,900.0,23.420449784481434,10.362963374325318,0.0,4,,,,,
307,1800.0,1260.0,1080.0,10.34196048014735,0.0,7.706074192196866,4,,,,,
308,1800.0,1800.0,1080.0,0.0,42.93957142599538,0.0,4,,,,,
309,1800.0,1800.0,1080.0,0.0,0.0,0.0,3,,,,,
310,1800.0,1980.0,1260.0,0.992785502442454,9.069390552086531,8.795027628970805,4,,,,,
311,1980.0,2340.0,1260.0,8.148813338405603,24.021532856482963,0.0,4,,,,,
312,2160.0,2700.0,1440.0,4.657451037108255,24.84623286048162,9.916277888794411,4,,,,,
313,2340.0,2880.0,1440.0,11.882628227088313,9.126931215995171,0.0,3,,,,,
314,2520.0,3240.0,1620.0,14.229114881707497,19.634563684253692,9.643017542157395,3,,,,,
315,2880.0,3420.0,1620.0,17.14474121066966,8.311790694499166,0.0,3,,,,,
316,2880.0,3600.0,1800.0,17.250533492963882,6.806993891652269,9.089924230401417,3,,,,,
317,3420.0,3960.0,1980.0,19.865089772946476,38.60999011581896,1.6615633864887513,3,,,,,
318,3420.0,3960.0,1980.0,5.477511349702506,0.0,0.0,4,,,,,
319,360.0,180.0,180.0,27.40648905995897,7.269855599196262,8.562651047158928,4,,,,,
320,540.0,360.0,180.0,0.3227784491239542,22.992257661421434,0.0,3,,,,,
321,540.0,900.0,360.0,31.934331651449572,36.14496548337627,29.54005864405076,3,,,,,
322,720.0,900.0,540.0,8.587719885432913,0.0,6.422972677322984,3,,,,,
323,1080.0,1440.0,720.0,37.97539853531949,21.336941572485557,8.732223870782718,3,,,,,
324,1080.0,1620.0,1080.0,4.514136060352787,37.53241027083476,31.2689394019723,3,,,,,
325,1440.0,1620.0,1080.0,40.08837100569451,0.0,0.0,3,,,,,
326,1440.0,1800.0,1440.0,5.396358944401906,12.262569451641525,30.8187256027054,3,,,,,
327,1440.0,1980.0,1620.0,5.638642765574294,12.00235589091676,14.115994733411222,3,,,,,
