Step,Upstream Flow,Downstream Flow,Bottleneck Occupancy,Downstream Occupancy,Queue Length,TTS
276,39,17,9.975148117674276,16.163881182880804,4,112328.77500000002
277,42,17,9.45014032200721,15.313150594308132,4,111594.60000000003
278,43,18,9.564488916098952,15.17248980192941,3,112410.08000000002
279,2,0,0.0,0.0,3,110777.97900000002
280,4,1,5.562851530610402,5.232353978593096,3,115532.885
281,7,1,3.7085676870736015,3.4882359857287306,3,114110.61200000001
282,9,3,2.781425765305201,8.674865558446735,4,115037.59000000001
283,12,3,4.877825078104934,6.939892446757388,4,114166.49000000002
284,13,4,8.231520898420777,7.707960849177514,3,115132.68
285,16,4,10.215260662588069,6.606823585009297,3,112295.87599999999
286,17,5,10.84014478791886,7.339576475603593,3,110083.34700000001
287,20,7,11.350835127576413,10.53019054121541,2,111264.23
288,22,8,11.944717895546546,11.248696264272931,2,109499.652
289,23,9,14.984682973730203,10.793178304714095,2,111682.305
290,26,10,13.735959392586022,11.580128876647521,3,112508.91599999998
291,29,10,14.500350328838223,10.689349732290019,3,111762.14399999999
292,31,12,15.586132389763511,11.91219596292737,3,111762.14399999999
293,34,12,15.772846174883455,11.118049565398882,3,109065.10999999997
294,36,12,16.955730227166566,10.42317146756145,3,107944.71299999996
295,37,13,17.428922566745,10.338035369939988,2,105739.40799999994
296,39,13,17.73459552507022,9.763700071609989,3,104040.96299999992
297,42,14,17.267454717914923,9.698470384369841,3,104040.96299999992
298,44,14,18.16951110801071,9.213546865151349,3,102650.69999999994
299,3,2,28.993386027279655,17.205799521394738,2,103472.09999999995
300,4,2,19.26203461348237,11.637731093825701,2,104421.48299999995
301,7,3,12.841356408988249,10.397045670678532,1,105248.75199999998
302,8,3,12.229955628788147,7.797784253008899,1,102749.84999999999
303,11,5,16.278895191495337,12.48194150556022,2,104361.53599999998
304,14,5,18.002812993168977,11.12804761365472,2,101024.912
305,16,6,15.793773333098418,10.660770830962258,2,99236.025
306,16,6,16.435658327523583,9.328174477091977,2,104676.75
307,20,7,17.69878607787566,9.178551206292695,2,102731.179
308,20,7,20.551332903591515,8.260696085663426,2,107764.96000000002
309,23,7,19.74551724130565,7.5097237142394775,2,105653.64300000003
310,25,7,19.454714975801814,6.883913404719522,3,103871.84300000002
311,27,8,21.77489399470803,7.042501161669616,3,106758.81000000003
312,30,8,22.28882183966537,6.5394653644075005,3,104363.04800000001
313,31,8,21.470770625527678,6.103501006780334,3,104363.04800000001
314,33,9,20.13083138589442,6.354774042612021,2,102897.59099999999
315,35,10,22.800598043740614,6.777445614061791,2,105005.85599999999
316,36,11,21.824821838558094,6.534761904239768,2,101929.20000000006
317,38,13,21.030107909339268,7.337488857708071,2,106280.68000000004
318,40,14,21.910997902090514,8.37166197065803,3,109296.11000000004
319,3,0,19.6590871086471,0.0,3,115307.23700000002
320,4,1,26.648390884414397,4.620606572244886,3,117708.788
321,6,2,28.63380261820273,7.9207715322638705,3,123657.19199999998
322,7,3,30.578565334176133,8.509929663611615,3,126002.34799999998
323,9,4,29.576688162201492,7.664535349038412,3,127092.73499999999
324,12,6,29.443114179087594,15.825506682044951,3,128457.44399999999
325,13,6,30.353348536514243,13.61769134178985,4,129735.27799999999
326,16,7,28.34109189051741,13.388146989517935,4,130484.22400000002
327,17,8,25.19208168045992,15.259735143577776,4,130654.22400000002
328,20,10,26.467125851747397,16.288055151152133,4,130109.80500000002
329,21,10,26.78554157529928,14.807322864683755,4,131350.98000000004
330,24,13,24.553413110691004,17.283667969034706,4,131365.91
331,26,13,24.796153936693507,17.135504356868747,4,130296.80300000003
332,28,14,25.02156648906393,16.35052426762405,5,132275.749
333,30,15,24.111395200132982,16.82245847207557,5,131684.13000000003
334,32,15,23.42203092345745,15.771054817570848,5,132731.00300000006
335,34,16,23.779265420947127,15.750771246003488,5,133266.97600000002
336,35,16,24.25453354205271,14.875728399003295,4,131889.70900000006
337,37,19,23.692796142983312,17.173843927361574,4,131934.26200000008
338,40,19,24.222328173529846,16.331028306327465,4,129462.11200000008
