Step,Upstream Flow,Downstream Flow,Bottleneck Occupancy,Downstream Occupancy,Queue Length,TTS
0,0.0,0.0,0.0,0.0,1,0.0
20,0.0,180.0,0.0,3.5549289022290154,1,0.0
40,0.0,180.0,3.55387557824951,3.343753685079894,2,0.0
60,360.0,180.0,6.8438401025449735,2.9102345577765476,3,0.0
80,540.0,180.0,20.730143433875092,3.729022605966037,5,0.0
100,360.0,360.0,0.0,15.443863763535385,1,0.0
120,360.0,540.0,0.0,20.69488687239011,1,0.0
140,720.0,540.0,8.322002714590582,15.669837083665072,2,0.0
160,720.0,180.0,16.896283708715742,5.082776167877512,3,0.0
180,180.0,360.0,7.621651384480899,21.123868863568873,2,0.0
200,360.0,540.0,14.245553706065905,20.429223932819696,0,0.0
220,0.0,540.0,1.5520873705131777,26.552761752680947,1,0.0
240,720.0,360.0,4.41263637565541,13.629671112170646,3,0.0
260,900.0,0.0,9.922750020627547,0.0,4,0.0
280,720.0,180.0,5.562851530610402,5.232353978593096,3,0.0
300,720.0,360.0,19.26203461348237,11.637731093825701,2,0.0
320,720.0,180.0,26.648390884414397,4.620606572244886,3,0.0
340,360.0,540.0,10.709605232968755,28.712963613446618,4,0.0
360,720.0,180.0,21.396463430172474,5.117752621430327,5,0.0
380,720.0,540.0,19.18360309560967,30.630860239427687,6,0.0
400,1080.0,360.0,37.92335169623229,18.22290684012084,7,0.0
420,360.0,180.0,13.789484475690728,6.132838890620936,9,0.0
440,540.0,360.0,11.715440194365101,20.616866435783738,9,0.0
460,900.0,180.0,18.918320638929487,2.070356552738417,9,0.0
480,900.0,360.0,14.969852007537554,11.913350171404128,8,0.0
500,720.0,360.0,2.781952649716146,13.498852723560617,7,0.0
520,360.0,540.0,31.124840956731248,25.42950117998733,6,0.0
540,720.0,180.0,19.945028043896684,2.667495833253497,7,0.0
560,360.0,540.0,34.71690877016158,25.948379495567526,3,0.0
580,360.0,0.0,15.155143765991852,0.0,3,0.0
600,540.0,360.0,31.19692423395861,28.211279540482792,5,0.0
620,540.0,360.0,28.784808302602016,15.01266447134526,5,0.0
640,540.0,360.0,14.803733309813083,21.263326998075627,7,0.0
660,720.0,540.0,31.459672109571102,20.113070047500514,7,0.0
680,180.0,180.0,0.0,10.238231936146272,5,0.0
700,540.0,360.0,24.203663883079685,21.037960663354244,5,0.0
720,720.0,360.0,0.0,23.33435290881501,5,0.0
740,720.0,360.0,10.4856172666004,20.112292679829125,3,0.0
760,540.0,540.0,19.869758393585357,18.89231396671107,2,0.0
780,360.0,360.0,5.5783321980115375,13.930088429907528,5,0.0
800,720.0,540.0,0.0,24.52804493683516,3,0.0
820,360.0,360.0,38.30915307545553,11.457408608129072,2,0.0
840,540.0,180.0,31.25902207423934,7.748950664822966,2,0.0
860,720.0,540.0,37.97568947676098,16.019466945874683,2,0.0
880,720.0,540.0,24.771252676275424,26.748196016156573,2,0.0
900,720.0,360.0,15.936421785066557,18.741330501522196,2,0.0
920,540.0,360.0,7.098594368088129,12.11880099656355,7,0.0
940,360.0,360.0,26.00999894213487,21.274006958793734,9,0.0
960,720.0,360.0,5.423872926712647,19.49937994992486,13,0.0
980,720.0,360.0,12.564010734371323,6.763304073126619,12,0.0
1000,720.0,360.0,18.29697593108932,10.232973996039618,12,0.0
1020,900.0,0.0,13.9973944222902,0.0,13,0.0
1040,540.0,360.0,12.266858981979567,18.587419010820366,12,0.0
1060,720.0,360.0,36.668984529023874,22.708035321803283,13,0.0
1080,720.0,540.0,33.89771245890927,28.167937970268515,13,0.0
1100,540.0,540.0,5.125965885207506,29.86144219489309,14,0.0
1120,720.0,180.0,12.883897854581505,8.218016669036388,11,0.0
1140,540.0,360.0,6.145593788758674,8.68535295193169,14,0.0
1160,540.0,360.0,4.257530122717412,16.126143057867164,13,0.0
1180,1080.0,0.0,0.0,0.0,13,0.0
1200,360.0,360.0,17.097197474831205,15.2593735987125,12,0.0
1220,720.0,540.0,12.04370892136808,34.76400747831576,11,0.0
1240,540.0,540.0,16.7069191703348,23.410516089893463,10,0.0
1260,540.0,180.0,42.73036131853587,6.249427038301292,11,0.0
1280,360.0,360.0,6.832415797168778,15.442204282271632,10,0.0
1300,720.0,360.0,17.299808862068744,12.307523716003743,11,0.0
1320,900.0,180.0,12.609316305369589,7.9869137816293305,11,0.0
1340,360.0,360.0,32.35980315444351,9.399396782119615,10,0.0
1360,540.0,540.0,27.138104831152532,32.79548587327478,10,0.0
1380,720.0,360.0,11.764711292724428,19.84953314716525,9,0.0
1400,720.0,180.0,19.567437813850574,5.733393132114391,13,0.0
1420,720.0,180.0,0.0,10.697758849266847,12,0.0
1440,180.0,540.0,24.51524563010139,24.231617029977315,11,0.0
1460,360.0,360.0,10.611131796881068,9.818907939544866,12,0.0
1480,540.0,540.0,7.991824353797483,27.86979635999766,13,0.0
1500,720.0,360.0,11.560812907148943,14.887166599684557,12,0.0
1520,900.0,0.0,26.392580441967084,0.0,12,0.0
1540,720.0,540.0,14.873006614013207,26.481268733160352,14,0.0
1560,540.0,540.0,23.828075795145764,42.04659595720841,15,0.0
1580,720.0,360.0,25.0,17.99455436189798,15,0.0
1600,360.0,360.0,9.002486223491246,29.17197572061241,16,0.0
1620,360.0,360.0,40.89596139387197,20.249202731129873,13,0.0
1640,540.0,540.0,7.476447320919988,23.763775908802625,12,0.0
1660,540.0,180.0,22.79271686992388,7.517310373244375,11,0.0
1680,360.0,360.0,27.31952662529409,13.319562102897939,13,0.0
1700,360.0,360.0,8.35825740554128,18.90725199929572,12,0.0
1720,360.0,540.0,41.56583023488167,33.697806742020475,12,0.0
1740,720.0,360.0,20.078350912757514,17.664185944708304,15,0.0
1760,360.0,360.0,12.167868930256986,9.397577840578228,16,0.0
1780,720.0,180.0,23.628139870660902,7.762841770022533,16,0.0
1800,720.0,540.0,24.361876200438815,25.24648725698171,17,0.0
1820,540.0,360.0,22.29015174656581,18.497396062408217,16,0.0
1840,540.0,180.0,13.868252923535351,9.268265732040012,13,0.0
1860,540.0,540.0,5.492071339881477,36.31967604690468,12,0.0
1880,720.0,180.0,11.41904830420799,9.695335636846872,12,0.0
1900,360.0,360.0,15.131880036921075,20.688779947552877,9,0.0
1920,360.0,540.0,38.58900226797175,27.561677215923435,7,0.0
1940,540.0,540.0,14.941201468479903,27.750978963577683,7,0.0
1960,720.0,540.0,28.905167725488923,14.947210406732362,7,0.0
1980,540.0,360.0,18.597721340336193,22.870473479440534,9,0.0
2000,360.0,360.0,34.70869683216904,18.278126536324635,14,0.0
2020,900.0,540.0,77.66244121656882,22.714379717463846,12,0.0
2040,540.0,360.0,8.092370155421236,9.393090355551218,13,0.0
2060,180.0,180.0,40.48070495322236,1.526695831186468,10,0.0
2080,720.0,540.0,33.16109332880046,13.439547585918868,12,0.0
2100,720.0,0.0,37.904975604789115,0.0,13,0.0
2120,720.0,180.0,0.0,7.295969907393858,16,0.0
2140,720.0,540.0,21.653181901785956,25.987585620100617,19,0.0
2160,720.0,360.0,8.874793087869648,22.582663603861874,16,0.0
2180,540.0,180.0,13.044952782888686,7.488329052201455,16,0.0
2200,900.0,360.0,10.70696035355354,16.085286982411162,13,0.0
2220,540.0,360.0,29.502869820186106,7.531133104445568,11,0.0
2240,540.0,180.0,50.481972313474444,6.133765568847593,11,0.0
2260,540.0,180.0,75.0,6.831196207501004,16,0.0
2280,180.0,360.0,28.56017335914771,15.274016940467542,16,0.0
2300,360.0,360.0,21.80105420185896,16.61662568110387,13,0.0
2320,360.0,360.0,26.257571875413532,22.579676776498065,12,0.0
2340,900.0,540.0,31.56541257499157,22.789105782059476,14,0.0
2360,540.0,540.0,6.434075843776554,20.344424096394203,13,0.0
2380,540.0,540.0,28.940491817650127,23.84387303755678,12,0.0
2400,360.0,540.0,13.296682186086173,29.443979845124584,10,0.0
2420,540.0,360.0,14.935360417354104,7.161457988983481,7,0.0
2440,900.0,180.0,54.9479702279541,7.714814291762195,9,0.0
2460,360.0,360.0,12.172968315144317,6.360193855698526,9,0.0
2480,720.0,360.0,12.5,14.38866447269902,12,0.0
2500,540.0,540.0,8.945851967189355,22.88449976282057,15,0.0
2520,540.0,540.0,19.512900731353966,20.28616259858609,16,0.0
2540,180.0,180.0,15.558275897132035,7.852514342152972,16,0.0
2560,540.0,360.0,27.100955080595668,12.330536618628685,17,0.0
2580,720.0,180.0,10.103785803221399,6.505570122809938,19,0.0
2600,180.0,360.0,0.0,16.383017481325624,17,0.0
2620,720.0,360.0,15.661157193920872,10.253234634569708,14,0.0
2640,360.0,180.0,27.06879897149861,8.102534863413288,13,0.0
2660,540.0,180.0,33.97392556395857,9.154679109322691,10,0.0
2680,360.0,360.0,17.516795349138192,17.124363845952455,9,0.0
2700,720.0,180.0,22.660272324844755,12.123858803890167,13,0.0
2720,540.0,540.0,0.0,32.125897241197286,15,0.0
2740,720.0,540.0,11.039108812809673,24.476015203542072,14,0.0
2760,540.0,360.0,18.868835340720125,21.09084462726211,12,0.0
2780,180.0,540.0,13.86715644933929,26.076387133866774,12,0.0
2800,720.0,540.0,8.11793736747859,17.28892122872215,11,0.0
2820,360.0,540.0,65.95183820290913,34.83540082825888,14,0.0
2840,180.0,180.0,19.539306862401418,7.24422935804796,16,0.0
2860,720.0,360.0,36.21686405139144,17.63820783420063,14,0.0
2880,540.0,360.0,15.065306026855296,25.682595614027075,17,0.0
2900,720.0,360.0,42.14495001292562,15.960402386864795,17,0.0
2920,540.0,360.0,29.60635291265703,12.310171879751882,13,0.0
2940,720.0,180.0,47.64210047066513,7.504847650996756,16,0.0
2960,540.0,540.0,18.720228300196595,17.192589151757904,15,0.0
2980,540.0,360.0,13.737497625970718,15.264713023088916,16,0.0
3000,540.0,180.0,17.93340419103515,7.089223842687413,16,0.0
3020,720.0,360.0,15.353244619808493,21.071025833081574,15,0.0
3040,360.0,360.0,34.16620793113907,15.586956449874378,12,0.0
3060,540.0,360.0,40.57793525326474,8.27112657990862,13,0.0
3080,540.0,360.0,31.83920872263002,13.316914042676823,15,0.0
3100,180.0,360.0,24.727226649770273,16.28746188329539,16,0.0
3120,720.0,360.0,23.791281032015377,12.941701148277692,17,0.0
3140,720.0,360.0,3.6899861512836196,20.660463111524525,17,0.0
3160,900.0,540.0,15.050729295859355,9.537743132985574,18,0.0
3180,720.0,360.0,14.756771237512112,17.577180779638486,15,0.0
3200,720.0,360.0,17.215204393954764,17.965693115585662,12,0.0
3220,540.0,180.0,8.31227689931211,9.112464582578164,14,0.0
3240,180.0,360.0,3.2899907200658163,14.697036646445364,15,0.0
3260,720.0,180.0,11.172962071208303,7.885705626821012,17,0.0
3280,540.0,540.0,13.23410434847574,31.843487978297464,15,0.0
3300,540.0,540.0,30.22185285701653,27.94540058049127,12,0.0
3320,900.0,540.0,54.11313298140499,29.205230775611806,13,0.0
3340,360.0,360.0,23.618525701385806,7.652488984998247,12,0.0
3360,720.0,360.0,5.978736133442908,25.043003345058423,10,0.0
3380,720.0,360.0,18.340686017000962,14.546620458956264,10,0.0
3400,540.0,180.0,24.069229178320484,3.9558948788150397,10,0.0
3420,720.0,180.0,8.763816742765584,6.257914500967369,12,0.0
3440,720.0,360.0,19.296803157681097,22.73833679043946,15,0.0
3460,540.0,180.0,35.14512026051193,7.671883711274556,14,0.0
3480,720.0,540.0,23.021819969449098,30.835650868440705,10,0.0
3500,900.0,180.0,47.60319581437784,13.000575249967975,10,0.0
3520,540.0,360.0,17.49014620879734,9.886637005683951,9,0.0
3540,360.0,180.0,20.76836436263534,9.765621141370199,13,0.0
3560,1080.0,540.0,22.730525479568087,29.733389390730736,10,0.0
3580,720.0,360.0,15.108901916789819,27.756236882889123,14,0.0
3600,720.0,180.0,11.216433526800529,5.716090852509599,14,0.0
3620,360.0,360.0,7.029071536118181,12.894269080296302,16,0.0
3640,720.0,360.0,33.80913100461953,19.7955785681188,16,0.0
3660,180.0,180.0,21.424727897101548,8.239939686617012,14,0.0
3680,540.0,540.0,29.163455104264813,37.144751563300815,9,0.0
3700,540.0,180.0,24.682832388759834,8.301234149053016,11,0.0
3720,720.0,360.0,57.01494668953728,25.949891659039775,13,0.0
3740,540.0,180.0,47.003700506985524,6.470199234180048,19,0.0
3760,360.0,180.0,3.188062942530223,2.516836910482804,18,0.0
3780,540.0,360.0,18.923672123554525,16.494577764873004,17,0.0
3800,720.0,180.0,14.02875109815227,10.010902957211934,13,0.0
3820,360.0,180.0,29.19831476943955,6.813263311930011,13,0.0
3840,540.0,360.0,21.575747022120595,19.962625213687108,13,0.0
3860,720.0,0.0,2.141516361052709,0.0,10,0.0
3880,720.0,180.0,17.317605831010496,11.569645340440124,8,0.0
3900,180.0,180.0,36.20079263442335,10.767161051785479,11,0.0
3920,540.0,180.0,70.97800739863942,6.622918026816175,11,0.0
3940,0.0,360.0,12.799385309796207,16.33248923433257,12,0.0
3960,360.0,180.0,14.313697366230826,10.765533150167053,16,0.0
3980,360.0,360.0,19.885745431543,7.841703059868148,17,0.0
4000,720.0,360.0,8.303895618661272,17.612971840230784,16,0.0
4020,720.0,360.0,41.35407794950652,12.075106998562054,16,0.0
4040,360.0,360.0,28.50426765223233,3.177438672446442,14,0.0
4060,900.0,360.0,26.14924144480142,17.796753741458815,15,0.0
4080,360.0,360.0,24.838125931148625,12.584478621389886,13,0.0
4100,540.0,360.0,5.886419410956023,19.72796557743095,13,0.0
4120,360.0,540.0,38.24894789065638,32.337257666282916,12,0.0
4140,720.0,540.0,9.281520815045496,28.31253326554967,13,0.0
4160,540.0,540.0,14.841015069146124,24.86381931106128,12,0.0
4180,900.0,540.0,83.37387956302109,26.828918309153476,14,0.0
4200,180.0,180.0,37.85129207985847,0.46253023908017593,15,0.0
4220,180.0,540.0,17.55370010500883,23.706094509513303,17,0.0
4240,360.0,0.0,20.46890464250737,0.0,16,0.0
4260,720.0,180.0,25.07349445120326,3.0351383002804746,15,0.0
4280,900.0,540.0,3.981848523210374,27.465972481938177,13,0.0
4300,360.0,180.0,16.938967228804813,8.252038647196969,13,0.0
4320,720.0,360.0,9.2096056514265,25.656703000277048,15,0.0
4340,540.0,180.0,25.0,4.706563537153367,14,0.0
4360,360.0,540.0,8.992262621598002,57.06899505526053,13,0.0
4380,540.0,540.0,5.0370338014317895,33.20900284678222,15,0.0
4400,540.0,360.0,17.514105393797763,14.713044013872908,15,0.0
4420,360.0,180.0,22.015503004377024,8.927296786456887,15,0.0
4440,720.0,360.0,14.447667921695029,14.305221850387776,15,0.0
4460,540.0,360.0,36.63953358030767,14.088864618967515,14,0.0
4480,540.0,360.0,20.237481538856628,15.256255172804837,15,0.0
4500,720.0,540.0,14.729829385453286,18.357961894829106,15,0.0
4520,900.0,360.0,18.02999682030304,22.759634148678742,13,0.0
4540,540.0,360.0,7.82353120530388,7.996437982167966,12,0.0
4560,540.0,360.0,34.9673152768446,12.96271846971043,11,0.0
4580,720.0,360.0,33.83664609441439,16.731312019298155,12,0.0
4600,720.0,180.0,9.330346467106665,8.11561396246058,12,0.0
4620,540.0,180.0,4.6197898385912595,8.591066733682359,13,0.0
4640,720.0,540.0,29.139400543476768,33.59322269355592,12,0.0
4660,360.0,360.0,25.481082283909018,17.120403989777817,11,0.0
4680,360.0,540.0,10.195871877328955,18.401566843507073,15,0.0
4700,360.0,540.0,0.0,22.507687958826256,14,0.0
4720,720.0,540.0,9.994273164966216,31.25235114471252,14,0.0
4740,540.0,360.0,5.133685079704264,11.56311563571156,14,0.0
